Date,Customer_ID,Customer_Name,Phone,Vehicle_Type,Plate_Number,Service_Type,Complaint,Parts_Replaced,Mechanic_Name,Service_Cost,Payment_Mode,Return_Visit,Rating,Service_Time_Hours,Remarks,Status,Workshop_Location,Referral_Source,Wait_Time_Mins,Spare_Parts_Availability,Parts_Source,Service_Priority,Customer_Type,Fleet_Name,Mechanic_Skill_Level,Parts_Cost,Labour_Cost,Fuel_TopUp?,Discount_Given,Promo_Code_Used,Follow_Up_Date,Has_Insurance_Cover,Mechanic_Notes,Customer_Notes,Request_For_Pickup,Home_Service,Towing_Required,Service_Package,Whatsapp_Followup
03-12-2025,CUS512,Aisha Bello,08095200126,Mercedes-Benz C300,LAG795EF,Battery Replacement,brake faliure,Shock absorbers,Musa,58613,Transfer,No,3.0,4.3,Recommended further checks,Completed,VIP Section,Mechanic Referral,30,Available,Benz supply,Booking,First Time,Govt Convoy,speciallist,40000,30000,Yes,5000,,,no,Shock absorber weakening,Prefers morning,,,,,followed up
23/04/2025,CUS513,Emeka Okafor,08080179022,Mercedes-Benz GLE,LAG878CD,Suspension Work,Oill Change,Battery,Musa,68040,POS,Yes,1.0,3.7,Urgent service,Completed,,Road Sign,45,Unavailable,Direct from Benz,Booking,First Time,Logistics Co,Senior,twenty thousand,40000,YES,0,Promo10,,Yes,,Always late,,,Towing needed,Gold Maintenance Plan,
2025-02-08,CUS514,Emeka Okafor,08096035199,Mercedes-Benz GLE,KAN914CD,Suspension Work,Suspensn Noise,Air filter,,87348,POS,No,3.0,1.7,Recommended further checks,Completed,VIP Section,Instagram,60,Available,ladipo mkt,Normal,Uber Driver,,Senior,25000,,,5000,,,,,no complain,Y,No,Yes,one time,Yes
05-24-2025,CUS515,Emeka Okafor,08098924605,Toyota Corolla,ABJ278GH,Suspension Work,engine knoking,"Oil filter, Brake pads",Tijani,98744,POS,No,4.0,5.9,,Pending,VIP section,whatsapp,45mins,Unavailable,Customer Brought,Booking,First Time,Private,Apprentice,twenty thousand,40000,Yes,0,N/A,25/06/2025,Yes,,Prefers morning,,Yes,Towing needed,gold,followed up
22/02/2025,CUS516,Tunde Bayo,08098589123,Honda Accord,LAG873EF,Engine Repair,Brake Falure,None,Tijani,112023,transfer,Yes,1.0,1.0,,Completed,Main Bay,Word of Mouth,45,Ordered,Ladipo Market,normal,Returning,Bolt Driver,Senior ,twenty thousand,,Yes,,N/A,2025-10-22,no,Needs tire alignment,,,YES,,one time,followed up
2025-05-21,CUS517,Aisha Bello,08023796681,Mercedes-Benz C300,ABJ163GH,Oil Change,,Air filter,Isaac Bobo,55617,POS,Yes,2.0,1.7,Customer waited,In progress,VIP Section,Road Sign,45,Available,ladipo mkt,Booking,first timer,Private,speciallist,30000,30000,YES,10000,N/A,24/08/2025,,,no complain,,,No,,yes
2025-03-14,CUS518,Ngozi Nwachukwu,08062427912,Mercedes-Benz GLE,LAG217CD,Battery Replacement,Suspenshun Noise,Shock absorbers,Isaac Bobo,58754,POS,No,1.0,3.1,Changed all filters,In progress,VIP Section,Mechanic Referral,60,Unavailable,Direct from Benz,Normal,Uber Driver,Logistics Co,Apprentice,40000,35000,Yes,10000,,12/11/2025,no,Needs tire alignment,,Yes,No,No,one time,
21/03/2025,CUS519,Tunde Bayo,08051382580,Mercedes-Benz C300,KAN174EF,Engine Repair,Brake Falure,"Oil filter, Brake pads",Tijani,47361,POS,Yes,3.0,3.1,Urgent service,Completed,VIP Section,Mechanic Referral,45,orderd,Direct from Benz,normal,First Time,Govt Convoy,Apprentice,40000,30000,Yes,5k,Promo10,,No,Shock absorber weakening,Prefers morning,,YES,Towing needed,Gold Maintenance Plan,yes
2025-05-19,CUS520,Aisha Bello,08069590884,Toyota Corolla,LAG721GH,Engine Repair,brake faliure,"Oil filter, Brake pads",Isaac Bobo,65727,CASH,Yes,5.0,5.7,Urgent service,Pending,main bay,Word of Mouth,30,orderd,Benz supply,Booking,First Time,Logistics Co,Apprentice,40000,20000,no,0,Promo10,,,Needs tire alignment,Prefers morning,No,Yes,,Gold Maintenance Plan,yes
2025-01-08,CUS521,John Doe,08017035056,Lexus RX 350,ABJ278EF,Battery Replacement,Oill Change,None,Musa,32607,Cash,No,,3.5,Urgent service,Completed,main bay,Mechanic Referral,15,availaible,Ladipo Market,Normal,First Time,,Senior ,twenty thousand,30000,YES,10000,LOYALTY10,,,Needs tire alignment,no complain,Yes,No,,One-time,followed up
14/01/2025,CUS522,Emeka Okafor,08090289763,Honda Accord,ABJ815EF,Battery Replacement,suspension noiz,Shock absorbers,,42256,pos,No,4.0,1.5,Customer waited,In progress,Main Bay,Mechanik Referal,30,Unavailable,ladipo mkt,Emergncy,Uber Driver,,Apprentice,40000,40000,no,,N/A,2025-10-09,no,,,N,no,Towing needed,Gold Maintenance Plan,No
06-02-2025,CUS523,Tunde Bayo,08010626224,Mercedes-Benz C300,LAG236GH,Battery Replacement,suspension noiz,Shock absorbers,,42935,Transfer,Yes,5.0,4.2,Recommended further checks,In progress,Main Bay,Mechanik Referal,45,Available,Direct from Benz,Emergncy,Fleet Owner,,speciallist,15000,,no,,LOYALTY10,,,Needs tire alignment,,,Yes,No,One-time,followed up
25/04/2025,CUS524,Tunde Bayo,08016531664,Lexus RX 350,KAN669CD,Oil Change,Brake Falure,Timing belt,Tijani,72858,pos,No,,4.4,Changed all filters,Completed,VIP section,Mechanic Referral,30,Ordered,Benz supply,Booking,first timer,Bolt Driver,,,40000,YES,5000,N/A,2025-11-04,,,,N,no,Yes,One-time,followed up
02-20-2025,CUS525,Aisha Bello,08060653170,Lexus RX 350,ABJ358EF,Battery Replacement,Enjin Knockin,Timing belt,Isaac Bobo,23949,POS,Yes,3.0,3.3,Urgent service,In progress,,Mechanik Referal,15,Unavailable,Ladipo Market,Emergency,First Time,Private,Senior ,twenty thousand,,Yes,10000,,,no,,Always late,Y,No,,,Yes
04-30-2025,CUS526,Emeka Okafor,08037076822,Toyota Corolla,LAG795EF,Battery Replacement,suspension noiz,Air filter,Tijani,27938,transfer,No,1.0,3.6,Urgent service,In progress,VIP Section,whatsapp,,Ordered,Ladipo Market,Normal,First Time,Bolt Driver,Apprentice,40000,30k,Yes,5000,,31/12/2025,,Shock absorber weakening,,N,Yes,Towing needed,Gold Maintenance Plan,yes
2025-02-03,CUS527,Ngozi Nwachukwu,08043514137,Toyota Corolla,ABJ306GH,Suspension Work,Suspensn Noise,"Oil filter, Brake pads",Uche,119677,Cash,Yes,5.0,3.9,Recommended further checks,Completed,Main Bay,Instagram,15,availaible,Benz supply,Emergncy,First Time,Private,Apprentice,twenty thousand,30k,,5000,N/A,2025-12-18,No,Needs tire alignment,,,no,,one time,followed up
06-14-2025,CUS528,John Doe,08060283960,Lexus RX 350,ABJ544GH,Oil Change,,Battery,,116179,CASH,Yes,3.0,4.0,Recommended further checks,In progress,Under tree,Instagram,45mins,Available,ladipo mkt,Emergncy,Uber Driver,Bolt Driver,Specialist,,,,5000,,,YES,,Prefers morning,No,No,Towing needed,,No
2025-04-30,CUS529,Aisha Bello,08042016340,Mercedes-Benz C300,ABJ188GH,Brake Service,Oil chang,Timing belt,Musa,42912,pos,Yes,2.0,5.0,Urgent service,In progress,main bay,Word of Mouth,,Unavailable,Direct from Benz,Emergncy,First Time,,speciallist,30000,20000,No,5000,LOYALTY10,12/09/2025,YES,Needs tire alignment,no complain,No,,Towing needed,gold,No
07/06/2025,CUS530,Ngozi Nwachukwu,08036841625,Lexus RX 350,ABJ744GH,Battery Replacement,Engin Knok,None,Tijani,70521,pos,No,,5.6,Changed all filters,In progress,VIP section,Word of Mouth,60,availaible,Benz supply,Emergncy,Uber Driver,Logistics Co,Apprentice,twenty thousand,35000,Yes,0,N/A,23/10/2025,,,Always late,Y,Yes,No,gold,yes
16/02/2025,CUS531,Ngozi Nwachukwu,08022265679,Mercedes-Benz GLE,ABJ308CD,Engine Repair,Engin Knok,Shock absorbers,,66909,Transfer,Yes,4.0,3.9,Recommended further checks,Completed,main bay,whatsapp,45mins,Ordered,Direct from Benz,normal,Uber Driver,Bolt Driver,Senior,30000,,,0,LOYALTY10,,YES,Shock absorber weakening,,,,No,gold,No
2025-04-27,CUS532,John Doe,08012152643,Honda Accord,ABJ105EF,Engine Repair,,Air filter,,10358,CASH,Yes,4.0,3.9,Customer waited,Pending,Under tree,Mechanic Referral,15,orderd,Direct from Benz,Emergncy,first timer,,Apprentice,,35000,YES,,,,Yes,,,N,YES,Yes,,yes
29/01/2025,CUS533,John Doe,08066597298,Mercedes-Benz GLE,LAG681GH,Battery Replacement,Brake Falure,Timing belt,Uche,24491,transfer,Yes,3.0,1.2,Recommended further checks,Completed,VIP Section,Road Sign,,Unavailable,Ladipo Market,Booking,Fleet Owner,Bolt Driver,Specialist,twenty thousand,30k,no,0,,2025-11-25,No,,Prefers morning,No,,,one time,followed up
13/02/2025,CUS534,John Doe,08013750602,Honda Accord,ABJ448CD,Suspension Work,,Timing belt,Musa,15783,pos,Yes,5.0,3.5,,In progress,,Mechanic Referral,60,orderd,Benz supply,Emergency,first timer,,Specialist,25000,,no,5000,NONE,,,Shock absorber weakening,Prefers morning,N,No,Towing needed,One-time,No
02-02-2025,CUS535,Ngozi Nwachukwu,08011954205,Mercedes-Benz GLE,KAN847GH,Oil Change,,Timing belt,,82737,Cash,Yes,,2.3,Urgent service,Completed,main bay,Mechanic Referral,15,Unavailable,Benz supply,Booking,First Time,Private,Specialist,40000,40000,No,,N/A,23/06/2025,YES,,no complain,N,Yes,,One-time,
14/04/2025,CUS536,Aisha Bello,08055247029,Mercedes-Benz GLE,KAN640EF,Brake Service,brake faliure,"Oil filter, Brake pads",Musa,17785,Cash,No,2.0,4.8,Urgent service,Pending,main bay,Instagram,30,Unavailable,Direct from Benz,Normal,Uber Driver,Logistics Co,Apprentice,,,no,10000,N/A,,Yes,,no complain,No,no,Towing needed,,No
03-19-2025,CUS537,Ngozi Nwachukwu,08035790180,Toyota Corolla,ABJ952CD,Oil Change,Oil chang,Battery,Tijani,110814,transfer,No,4.0,5.6,Urgent service,In progress,Under tree,whatsapp,60,availaible,ladipo mkt,Emergency,first timer,,Specialist,30000,,YES,10000,Promo10,2025-08-02,,Shock absorber weakening,no complain,No,,Yes,one time,
13/04/2025,CUS538,Aisha Bello,08099784876,Mercedes-Benz C300,KAN947EF,Battery Replacement,suspension noiz,Air filter,Musa,25533,transfer,No,4.0,5.3,Recommended further checks,Pending,Main Bay,Road Sign,,Available,Benz supply,Emergncy,Uber Driver,Govt Convoy,Specialist,,35000,No,5000,N/A,31/07/2025,no,,,No,YES,,One-time,
03-04-2025,CUS539,Ngozi Nwachukwu,08018478733,Toyota Corolla,KAN460EF,Suspension Work,suspension noiz,Battery,Tijani,114498,transfer,Yes,,4.1,Customer waited,Completed,main bay,Instagram,15,Ordered,Ladipo Market,Emergncy,first timer,,speciallist,40000,30000,,0,LOYALTY10,,,,,N,,Yes,,No
2025-02-10,CUS540,John Doe,08039604115,Mercedes-Benz GLE,KAN672CD,Battery Replacement,Suspensn Noise,None,,112708,transfer,No,,4.5,,Completed,Under tree,whatsapp,15,Available,Customer Brought,Emergncy,Returning,,Senior ,twenty thousand,,,10000,NONE,2025-09-03,YES,,,,No,Towing needed,One-time,No
23/02/2025,CUS541,Emeka Okafor,08022965862,Lexus RX 350,ABJ549EF,Battery Replacement,brake faliure,"Oil filter, Brake pads",Tijani,77394,transfer,No,2.0,1.0,Recommended further checks,Pending,main bay,Instagram,45,availaible,ladipo mkt,Booking,first timer,Govt Convoy,Senior ,15000,,no,0,N/A,,no,,,No,no,Towing needed,gold,Yes
03-29-2025,CUS542,Tunde Bayo,08099135168,Mercedes-Benz GLE,KAN485CD,Engine Repair,Brake Falure,"Oil filter, Brake pads",Isaac Bobo,26074,POS,No,2.0,1.9,Recommended further checks,Completed,Main Bay,Road Sign,,Available,Direct from Benz,Emergency,Fleet Owner,Logistics Co,Specialist,,30000,No,10000,LOYALTY10,30/09/2025,Yes,,no complain,Yes,,Yes,one time,No
01-20-2025,CUS543,Ngozi Nwachukwu,08032532859,Lexus RX 350,KAN180CD,Engine Repair,Oill Change,Shock absorbers,,15076,Transfer,No,5.0,3.5,,Pending,VIP Section,Word of Mouth,15,Available,ladipo mkt,Booking,Fleet Owner,Govt Convoy,Senior,,40000,No,0,Promo10,2025-06-17,No,,Always late,No,Yes,Yes,one time,Yes
01-30-2025,CUS544,Tunde Bayo,08032420703,Mercedes-Benz C300,KAN405CD,Suspension Work,Enjin Knockin,Shock absorbers,Tijani,37160,transfer,No,,4.8,Urgent service,In progress,VIP section,Word of Mouth,45mins,orderd,ladipo mkt,normal,First Time,,Senior,twenty thousand,,YES,,Promo10,,YES,,Always late,N,no,No,One-time,No
03-25-2025,CUS545,Tunde Bayo,08015907259,Honda Accord,ABJ610CD,Brake Service,Brake Falure,Air filter,,13492,pos,No,3.0,2.4,,Completed,main bay,Word of Mouth,15,availaible,ladipo mkt,Emergncy,Uber Driver,,Senior,30000,35000,YES,5k,,28/12/2025,YES,,Prefers morning,Y,no,,,Yes
24/04/2025,CUS546,Tunde Bayo,08065791626,Honda Accord,ABJ715GH,Engine Repair,,Shock absorbers,Uche,115656,Cash,No,4.0,4.1,Urgent service,In progress,Under tree,whatsapp,,Unavailable,Ladipo Market,Booking,Returning,Private,,25000,30k,no,,N/A,,Yes,Needs tire alignment,no complain,No,No,Yes,,
2025-04-14,CUS547,Ngozi Nwachukwu,08078786599,Mercedes-Benz GLE,LAG123CD,Engine Repair,brake failur,None,Musa,106558,Transfer,No,2.0,3.3,,Pending,main bay,Road Sign,15,orderd,Ladipo Market,Normal,First Time,Private,,30000,20000,,5000,N/A,2025-11-30,,Needs tire alignment,,Y,No,No,one time,followed up
08/04/2025,CUS548,Emeka Okafor,08024453078,Mercedes-Benz GLE,LAG948EF,Suspension Work,brake faliure,"Oil filter, Brake pads",Isaac Bobo,113878,pos,No,3.0,2.3,Changed all filters,Pending,Under tree,whatsapp,30,Unavailable,Customer Brought,Booking,Fleet Owner,Govt Convoy,speciallist,40000,35000,YES,10000,N/A,07/12/2025,,Shock absorber weakening,Prefers morning,Yes,,Towing needed,gold,
2025-06-15,CUS549,Tunde Bayo,08053908184,Honda Accord,LAG820EF,Engine Repair,Suspensn Noise,Battery,Uche,64076,CASH,No,2.0,2.6,Urgent service,In progress,VIP Section,Word of Mouth,30,orderd,Direct from Benz,Emergency,first timer,Govt Convoy,Specialist,15000,30000,YES,5000,,,No,Shock absorber weakening,Always late,,no,,One-time,Yes
2025-02-05,CUS550,Ngozi Nwachukwu,08053309319,Mercedes-Benz GLE,ABJ993CD,Brake Service,Engin Knok,Timing belt,Tijani,82593,pos,No,4.0,5.8,Changed all filters,Pending,main bay,Mechanic Referral,45mins,Available,Benz supply,Emergency,Returning,Logistics Co,,,20000,Yes,5k,NONE,16/12/2025,No,,,No,no,No,gold,No
04-26-2025,CUS551,Ngozi Nwachukwu,08085437626,Mercedes-Benz GLE,LAG176GH,Engine Repair,Suspenshun Noise,None,,40127,pos,No,4.0,1.6,Customer waited,Completed,,whatsapp,15,orderd,Benz supply,Booking,first timer,Logistics Co,speciallist,40000,30000,Yes,5k,N/A,,Yes,Shock absorber weakening,Always late,,YES,Yes,gold,
06-07-2025,CUS552,Ngozi Nwachukwu,08094125851,Mercedes-Benz C300,KAN347GH,Brake Service,Suspensn Noise,None,Musa,23156,transfer,Yes,4.0,4.5,,Pending,Main Bay,Road Sign,60,orderd,ladipo mkt,Emergncy,first timer,,,25000,20000,YES,,N/A,22/08/2025,,,Always late,,no,Yes,One-time,No
02-22-2025,CUS553,Ngozi Nwachukwu,08035440639,Mercedes-Benz GLE,KAN612EF,Oil Change,,Battery,Isaac Bobo,68894,POS,No,3.0,5.2,,In progress,main bay,Word of Mouth,45mins,availaible,ladipo mkt,Normal,Uber Driver,Govt Convoy,Senior ,15000,40000,,,,24/06/2025,No,Needs tire alignment,,Y,Yes,,one time,
05-26-2025,CUS554,Ngozi Nwachukwu,08093842238,Lexus RX 350,LAG733CD,Oil Change,Enjin Knockin,Shock absorbers,Musa,62250,pos,Yes,2.0,4.8,Urgent service,Pending,main bay,Instagram,45,Unavailable,Ladipo Market,Normal,Uber Driver,Bolt Driver,,,30000,,5000,,,,,,Y,no,,,
2025-03-19,CUS555,Aisha Bello,08037799083,Mercedes-Benz C300,KAN814CD,Engine Repair,Suspenshun Noise,Timing belt,,46198,transfer,No,2.0,3.7,,Completed,Under tree,whatsapp,15,Available,ladipo mkt,Emergency,Uber Driver,Govt Convoy,Specialist,40000,40000,Yes,10000,LOYALTY10,05/12/2025,Yes,Needs tire alignment,Always late,N,no,,one time,No
06-06-2025,CUS556,Aisha Bello,08082706099,Toyota Corolla,KAN582EF,Battery Replacement,Engin Knok,Air filter,,110066,CASH,No,3.0,5.5,Recommended further checks,Completed,Main Bay,Road Sign,30,Available,Customer Brought,normal,Returning,,Specialist,40000,30000,No,0,LOYALTY10,,Yes,,,,no,Yes,Gold Maintenance Plan,yes
2025-04-14,CUS557,Tunde Bayo,08063024581,Mercedes-Benz GLE,KAN130CD,Suspension Work,Brake Falure,"Oil filter, Brake pads",Musa,21793,pos,No,5.0,1.7,Recommended further checks,Completed,Main Bay,Mechanik Referal,45,availaible,Customer Brought,normal,Fleet Owner,,Senior,15000,,no,5000,,,no,,,Yes,YES,,One-time,Yes
2025-04-05,CUS558,Aisha Bello,08067429121,Mercedes-Benz GLE,LAG531EF,Suspension Work,Engin Knok,Timing belt,Musa,74092,pos,No,2.0,3.5,Changed all filters,In progress,VIP Section,Mechanic Referral,,Available,Benz supply,Emergency,Returning,Govt Convoy,Senior,40000,,No,0,NONE,,,,,No,YES,,Gold Maintenance Plan,yes
02/04/2025,CUS559,Ngozi Nwachukwu,08026214033,Lexus RX 350,ABJ442CD,Engine Repair,Oil chang,"Oil filter, Brake pads",Isaac Bobo,31217,pos,No,1.0,3.3,Customer waited,In progress,Under tree,Mechanik Referal,45mins,Ordered,Benz supply,Emergency,Uber Driver,Bolt Driver,speciallist,,,No,0,NONE,2025-12-15,No,,Prefers morning,No,,,One-time,
04-21-2025,CUS560,Ngozi Nwachukwu,08041193292,Mercedes-Benz C300,ABJ309GH,Battery Replacement,Suspenshun Noise,Timing belt,Musa,65549,CASH,No,4.0,5.4,Customer waited,In progress,VIP Section,Mechanik Referal,15,orderd,Ladipo Market,Emergency,Uber Driver,,Apprentice,,30k,no,5k,Promo10,2025-07-12,YES,,no complain,,YES,,gold,followed up
11/04/2025,CUS561,Aisha Bello,08038693064,Honda Accord,KAN437GH,Suspension Work,Oil chang,Shock absorbers,Musa,77669,pos,No,1.0,1.1,Recommended further checks,In progress,VIP section,whatsapp,30,Available,Customer Brought,normal,Returning,Bolt Driver,Senior ,,20000,Yes,,Promo10,24/06/2025,no,,Prefers morning,Yes,no,Towing needed,gold,followed up
14/04/2025,CUS562,Tunde Bayo,08024211686,Mercedes-Benz GLE,ABJ341EF,Engine Repair,Oil chang,"Oil filter, Brake pads",Isaac Bobo,15586,pos,Yes,4.0,5.8,Customer waited,In progress,VIP Section,whatsapp,60,orderd,Direct from Benz,Booking,Fleet Owner,Private,,15000,40000,No,5000,N/A,,no,Shock absorber weakening,Prefers morning,Yes,No,,One-time,No
24/02/2025,CUS563,Tunde Bayo,08057858864,Mercedes-Benz C300,ABJ924GH,Engine Repair,Oil chang,Timing belt,Musa,81352,pos,No,3.0,5.0,Changed all filters,In progress,Under tree,Instagram,60,availaible,Ladipo Market,Emergency,Fleet Owner,Logistics Co,Apprentice,40000,30000,Yes,5000,N/A,17/06/2025,,Shock absorber weakening,Prefers morning,N,YES,,Gold Maintenance Plan,
18/02/2025,CUS564,John Doe,08053401695,Mercedes-Benz C300,KAN819CD,Suspension Work,,None,Musa,11720,Transfer,Yes,5.0,5.8,Customer waited,Completed,Under tree,Mechanik Referal,45mins,availaible,Customer Brought,Emergncy,first timer,Private,Senior,40000,30000,,0,Promo10,,Yes,,no complain,N,YES,Yes,gold,
17/04/2025,CUS565,Aisha Bello,08033303091,Lexus RX 350,LAG172EF,Battery Replacement,Suspenshun Noise,Air filter,Tijani,77744,transfer,No,1.0,5.9,Changed all filters,Completed,VIP Section,Word of Mouth,15,availaible,Customer Brought,Booking,first timer,Bolt Driver,,25000,40000,Yes,5000,Promo10,2025-09-02,No,,Always late,Yes,Yes,Yes,,yes
2025-02-02,CUS566,Ngozi Nwachukwu,08012012537,Lexus RX 350,KAN857GH,Oil Change,engine knoking,Air filter,Musa,22770,pos,Yes,2.0,4.9,,In progress,Main Bay,whatsapp,45,Ordered,Customer Brought,Emergncy,Uber Driver,Bolt Driver,Senior,30000,30000,,5k,Promo10,29/07/2025,No,,,Yes,Yes,,One-time,No
02-06-2025,CUS567,Ngozi Nwachukwu,08063974248,Honda Accord,ABJ664EF,Battery Replacement,brake failur,Air filter,,116474,Cash,Yes,5.0,4.8,,Completed,,Word of Mouth,15,orderd,Ladipo Market,Booking,First Time,Private,Specialist,40000,20000,No,,Promo10,,no,Shock absorber weakening,,N,YES,,Gold Maintenance Plan,
2025-05-05,CUS568,John Doe,08097777422,Toyota Corolla,ABJ377GH,Brake Service,oilchng,Air filter,Tijani,105258,POS,Yes,2.0,5.2,Recommended further checks,Pending,Under tree,Word of Mouth,15,Available,Ladipo Market,normal,Uber Driver,Logistics Co,Senior,15000,30000,No,,N/A,,no,Shock absorber weakening,,No,no,No,gold,Yes
14/06/2025,CUS569,Aisha Bello,08052445044,Mercedes-Benz GLE,ABJ206CD,Engine Repair,Oil chang,Timing belt,Isaac Bobo,97843,POS,No,1.0,5.1,Urgent service,Pending,Under tree,Road Sign,30,orderd,Direct from Benz,Normal,First Time,Govt Convoy,Apprentice,40000,30k,YES,,N/A,,,,Prefers morning,,no,Yes,One-time,followed up
2025-06-04,CUS570,Tunde Bayo,08011608113,Mercedes-Benz GLE,LAG619CD,Engine Repair,brake faliure,"Oil filter, Brake pads",Uche,58004,CASH,No,,4.9,Recommended further checks,In progress,main bay,Word of Mouth,60,Available,Ladipo Market,Normal,Uber Driver,,Apprentice,40000,30k,YES,0,,2025-06-18,No,,Always late,Y,No,Towing needed,one time,No
04-19-2025,CUS571,Emeka Okafor,08062235749,Toyota Corolla,KAN458EF,Suspension Work,Oill Change,Timing belt,Isaac Bobo,68688,pos,No,3.0,4.8,,In progress,Main Bay,Word of Mouth,,Available,Direct from Benz,Booking,Returning,Govt Convoy,Specialist,15000,,,,NONE,09/12/2025,,,Always late,Y,YES,Yes,Gold Maintenance Plan,
2025-04-26,CUS572,John Doe,08038557229,Lexus RX 350,LAG410CD,Oil Change,Oill Change,Air filter,Musa,24077,transfer,Yes,5.0,1.2,Urgent service,In progress,,Mechanik Referal,45mins,Unavailable,ladipo mkt,Booking,Returning,Bolt Driver,speciallist,,30k,,0,N/A,02/10/2025,,Shock absorber weakening,Prefers morning,Yes,Yes,Towing needed,one time,followed up
2025-02-17,CUS573,Tunde Bayo,08071575863,Lexus RX 350,ABJ156CD,Oil Change,Brake Falure,Air filter,,29415,Transfer,Yes,,2.5,Changed all filters,In progress,,Mechanik Referal,45,availaible,Benz supply,Booking,first timer,Private,,twenty thousand,35000,Yes,0,N/A,,Yes,Needs tire alignment,,No,YES,Towing needed,one time,Yes
03-02-2025,CUS574,Ngozi Nwachukwu,08039540811,Mercedes-Benz C300,ABJ647GH,Oil Change,Suspensn Noise,Air filter,Tijani,87692,CASH,No,2.0,2.0,Customer waited,Completed,,Instagram,45,orderd,Direct from Benz,Normal,first timer,Bolt Driver,speciallist,twenty thousand,30000,,0,LOYALTY10,19/08/2025,Yes,,Prefers morning,N,Yes,Towing needed,One-time,
04-16-2025,CUS575,John Doe,08018860555,Honda Accord,LAG798GH,Suspension Work,Suspensn Noise,Air filter,Isaac Bobo,13995,Cash,No,2.0,3.5,,Completed,Under tree,Road Sign,30,orderd,Benz supply,normal,Returning,,speciallist,25000,30k,YES,,NONE,2025-07-23,No,,no complain,,No,,One-time,No
2025-05-28,CUS576,John Doe,08098310124,Lexus RX 350,KAN118GH,Battery Replacement,suspension noiz,Air filter,Tijani,104344,POS,Yes,5.0,3.6,Urgent service,Pending,main bay,Road Sign,,availaible,ladipo mkt,Booking,Fleet Owner,Govt Convoy,Senior,,40000,YES,5k,NONE,28/08/2025,No,Needs tire alignment,no complain,Y,YES,Towing needed,gold,No
